0.01 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.02 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.03 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.04 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.05 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.06 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.07 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.08 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.09 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.1 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.11 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.12 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.13 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.14 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.15 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.17 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.18 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.19 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.2 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.21 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.22 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.23 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.24 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.25 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.26 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.27 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.28 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.29 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.3 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.31 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.32 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.33 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.34 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.35 16 16 16 16 16 16 16 16 16 16 16 16 16 16
0.36 16 16 16 0 16 2 16 16 16 16 16 16 16 16
0.37 16 16 16 16 16 0 16 16 16 16 0 16 16 16
0.38 16 16 16 16 16 16 16 16 16 0 16 16 16 16
0.39 16 16 16 16 16 16 16 16 16 16 12 16 16 0
0.4 16 16 16 16 16 1 16 16 0 16 16 16 16 16
0.41 16 16 16 16 16 16 16 16 0 16 16 16 16 16
0.42 16 16 16 16 16 1 16 16 0 0 0 0 14 16
0.43 16 16 1 0 16 16 16 16 16 16 16 5 0 2
0.44 6 16 16 16 16 4 16 6 16 0 16 2 2 1
0.45 5 16 0 15 16 16 16 0 1 0 16 16 16 16
0.46 16 0 0 3 16 16 1 5 0 15 16 16 16 0
0.47 4 0 16 0 9 5 16 0 0 10 16 6 4 11
0.48 16 12 2 4 16 4 10 6 2 8 1 0 16 2
0.49 0 0 0 9 0 1 16 2 1 6 3 0 0 1
0.5 0 2 0 16 1 0 0 16 4 0 0 16 16 0
0.51 2 0 14 0 1 0 16 4 4 2 1 5 14 16
0.52 0 0 0 0 4 1 0 0 1 0 14 2 0 3
0.53 0 0 0 0 2 4 0 0 0 0 0 2 2 0
0.54 0 0 0 0 0 0 0 0 0 0 0 0 11 3
0.55 2 2 0 1 0 1 0 0 0 2 1 0 0 0
0.56 1 0 4 0 3 0 0 6 0 0 0 0 0 0
0.57 0 0 4 0 0 0 3 0 0 0 0 0 0 0
0.58 1 0 0 0 12 0 1 0 0 0 0 0 0 1
0.59 0 0 0 1 0 1 0 0 1 0 0 0 0 0
0.6 0 0 0 0 0 0 1 2 0 0 0 0 0 0
0.61 0 0 1 0 0 1 0 4 0 0 0 0 0 1
0.62 2 0 0 0 0 0 0 2 0 0 0 0 0 1
0.63 1 1 1 0 4 0 0 0 0 0 0 3 0 1
0.64 0 0 1 0 0 0 1 0 0 2 0 1 0 1
0.65 0 0 0 0 0 4 1 1 1 0 0 0 0 0
0.66 0 0 0 0 0 0 0 0 0 2 2 0 0 1
0.67 0 0 0 1 0 0 0 1 0 0 1 0 0 0
0.68 0 0 0 0 1 0 4 0 3 1 0 0 0 1
0.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.72 0 0 0 0 0 0 0 0 0 0 0 1 0 0
0.73 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.77 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0.78 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0
